"DexNumber","Name","Form","Type1","Type2","HP","Attack","Defense","SpAttack","SpDefense","Speed","Ability1","Ability2","HiddenAbility","Weight","Height","ApiId","Moves"
"157","typhlosion","","fire","","78","84","78","109","85","100","blaze","flash-fire","","795","17","157","aerial-ace,blast-burn,body-slam,brick-break,bulldoze,burn-up,burning-jealousy,covet,curse,dig,double-edge,earthquake,endeavor,endure,eruption,extrasensory,facade,fire-blast,fire-fang,fire-punch,fire-spin,flame-charge,flamethrower,flare-blitz,fling,focus-blast,focus-punch,giga-impact,gyro-ball,heat-wave,helping-hand,howl,hyper-beam,inferno,iron-head,lava-plume,low-kick,mega-kick,overheat,play-rough,protect,quick-attack,rest,reversal,roar,rock-slide,rock-tomb,round,scorching-sands,shadow-ball,shadow-claw,sleep-talk,snore,solar-beam,stomping-tantrum,substitute,sunny-day,temper-flare,throat-chop,thunder-punch,wild-charge,will-o-wisp,zen-headbutt"
"157","typhlosion-hisui","hisui","fire","ghost","73","84","78","119","85","95","blaze","frisk","","698","16","10233","eruption,heat-wave,overheat,shadow-ball,aerial-ace,blast-burn,body-slam,brick-break,bulldoze,burn-up,burning-jealousy,calm-mind,confuse-ray,covet,curse,dig,double-edge,earthquake,endeavor,endure,extrasensory,facade,fire-blast,fire-fang,fire-punch,fire-spin,flame-charge,flamethrower,flare-blitz,focus-blast,focus-punch,giga-impact,gyro-ball,hex,howl,hyper-beam,infernal-parade,inferno,iron-head,lava-plume,low-kick,mega-kick,mystical-fire,night-shade,play-rough,poltergeist,protect,quick-attack,rest,reversal,roar,rock-slide,round,shadow-claw,sleep-talk,snore,solar-beam,spite,stomping-tantrum,substitute,sunny-day,temper-flare,thunder-punch,wild-charge,will-o-wisp,zen-headbutt"
"160","feraligatr","","water","","85","105","100","79","83","78","torrent","sheer-force","","888","23","160","aerial-ace,agility,ancient-power,aqua-jet,aqua-tail,avalanche,bite,blizzard,block,body-slam,breaking-swipe,brick-break,brutal-swing,bulldoze,chilling-water,counter,crunch,curse,dig,dive,double-edge,dragon-claw,dragon-dance,dragon-pulse,dragon-tail,earthquake,endeavor,endure,facade,fake-tears,flail,flatter,fling,flip-turn,focus-blast,focus-punch,giga-impact,helping-hand,hydro-cannon,hydro-pump,hyper-beam,ice-beam,ice-fang,ice-punch,icy-wind,iron-tail,lash-out,liquidation,low-kick,mega-kick,mud-shot,mud-slap,muddy-water,outrage,protect,psychic-fangs,rain-dance,rest,roar,rock-slide,rock-tomb,round,scale-shot,scary-face,screech,shadow-claw,sleep-talk,snarl,snore,spite,stomping-tantrum,substitute,superpower,surf,swords-dance,thief,thrash,trailblaze,uproar,water-pulse,waterfall,whirlpool"
"168","ariados","","bug","poison","70","90","70","60","70","40","swarm","insomnia","sniper","335","11","168","acid-spray,agility,assurance,baton-pass,body-slam,bounce,bug-bite,bug-buzz,cross-poison,dig,disable,electroweb,endure,facade,fell-stinger,first-impression,focus-energy,foul-play,giga-drain,giga-impact,hex,hyper-beam,infestation,knock-off,leech-life,lunge,megahorn,night-shade,night-slash,pin-missile,poison-jab,pounce,protect,psychic,rage-powder,rest,round,scary-face,screech,shadow-sneak,skitter-smack,sleep-talk,sludge-bomb,sludge-wave,smart-strike,snore,solar-beam,spite,sticky-web,stomping-tantrum,string-shot,struggle-bug,substitute,sucker-punch,sunny-day,swords-dance,thief,throat-chop,toxic,toxic-spikes,toxic-thread,trailblaze,venoshock,x-scissor"
"181","ampharos","","electric","","90","75","85","115","90","55","static","plus","","615","14","181","after-you,agility,body-slam,breaking-swipe,brick-break,brutal-swing,bulldoze,charge,charge-beam,confuse-ray,cotton-guard,cotton-spore,dazzling-gleam,dig,discharge,double-edge,dragon-cheer,dragon-pulse,dragon-tail,eerie-impulse,electric-terrain,electro-ball,electroweb,endeavor,endure,facade,fire-punch,flatter,fling,focus-blast,focus-punch,giga-impact,helping-hand,hyper-beam,ice-punch,iron-tail,light-screen,low-kick,magnetic-flux,mega-kick,meteor-beam,outrage,parabolic-charge,power-gem,protect,rain-dance,reflect,rest,rising-voltage,roar,round,safeguard,screech,sleep-talk,snore,stomping-tantrum,substitute,sunny-day,supercell-slam,thunder,thunder-punch,thunder-wave,thunderbolt,trailblaze,volt-switch,wild-charge,zap-cannon"
"184","azumarill","","water","fairy","100","50","80","60","80","50","thick-fat","huge-power","sap-sipper","285","8","184","aqua-jet,liquidation,play-rough,protect,alluring-voice,amnesia,aqua-ring,aqua-tail,belly-drum,blizzard,body-slam,bounce,brick-break,brutal-swing,bulldoze,charm,chilling-water,copycat,dig,dive,double-edge,draining-kiss,encore,endure,facade,fake-tears,fling,focus-blast,focus-punch,future-sight,giga-impact,grass-knot,helping-hand,hydro-pump,hyper-beam,hyper-voice,ice-beam,ice-punch,ice-spinner,icy-wind,iron-tail,knock-off,light-screen,misty-explosion,misty-terrain,mud-shot,mud-slap,muddy-water,perish-song,rain-dance,rest,round,sing,sleep-talk,snore,snowscape,soak,substitute,superpower,surf,tickle,trailblaze,uproar,water-pulse,waterfall,whirlpool"
"186","politoed","","water","","90","75","75","90","100","70","water-absorb","damp","drizzle","339","11","186","perish-song,protect,weather-ball,icy-wind,encore,helping-hand,muddy-water,amnesia,attract,belly-drum,blizzard,body-slam,bounce,brick-break,bulldoze,chilling-water,dig,dive,double-edge,earth-power,earthquake,endeavor,endure,facade,fling,focus-blast,focus-punch,giga-impact,haze,hydro-pump,hyper-beam,hyper-voice,hypnosis,ice-beam,ice-punch,liquidation,low-kick,low-sweep,mud-shot,mud-slap,pound,psych-up,psychic,rain-dance,rest,round,screech,sleep-talk,snore,substitute,surf,swagger,thief,uproar,water-pulse,waterfall,whirlpool"
"196","espeon","","psychic","","65","65","60","130","95","110","synchronize","magic-bounce","","265","9","196","alluring-voice,baby-doll-eyes,baton-pass,bite,body-slam,calm-mind,charm,confuse-ray,copycat,covet,curse,dazzling-gleam,detect,dig,double-edge,draining-kiss,endure,expanding-force,facade,fake-tears,flail,focus-energy,future-sight,giga-impact,grass-knot,gravity,helping-hand,hyper-beam,hyper-voice,imprison,last-resort,light-screen,magic-room,morning-sun,mud-slap,power-gem,power-swap,protect,psych-up,psychic,psychic-fangs,psychic-noise,psychic-terrain,psyshock,quick-attack,rain-dance,reflect,rest,roar,round,safeguard,shadow-ball,skill-swap,sleep-talk,snore,stored-power,substitute,sunny-day,thunder-wave,tickle,trailblaze,trick,trick-room,weather-ball,wish,yawn,zen-headbutt"
"197","umbreon","","dark","","95","65","110","60","130","65","synchronize","inner-focus","","270","10","197","alluring-voice,assurance,baby-doll-eyes,baton-pass,bite,body-slam,calm-mind,charm,confuse-ray,copycat,covet,crunch,curse,dark-pulse,detect,dig,double-edge,endure,facade,fake-tears,flail,focus-energy,foul-play,giga-impact,guard-swap,helping-hand,hyper-beam,hyper-voice,lash-out,last-resort,light-screen,mean-look,moonlight,mud-slap,payback,protect,psych-up,psychic,quick-attack,rain-dance,reflect,rest,roar,round,scary-face,screech,shadow-ball,skill-swap,sleep-talk,snarl,snore,spite,stored-power,substitute,sunny-day,swagger,taunt,thief,throat-chop,thunder-wave,tickle,torment,toxic,trailblaze,weather-ball,wish,yawn"
"199","slowking","","water","psychic","95","75","80","100","110","30","oblivious","own-tempo","regenerator","795","20","199","amnesia,avalanche,belch,belly-drum,blizzard,block,body-slam,brick-break,bulldoze,calm-mind,chilling-water,chilly-reception,curse,dig,disable,dive,drain-punch,earthquake,endure,expanding-force,facade,fire-blast,fire-punch,flamethrower,fling,focus-blast,focus-punch,foul-play,future-sight,giga-impact,grass-knot,heal-pulse,helping-hand,hydro-pump,hyper-beam,ice-beam,ice-punch,icy-wind,imprison,iron-defense,iron-tail,light-screen,liquidation,mud-shot,muddy-water,nasty-plot,power-gem,protect,psych-up,psychic,psychic-noise,psychic-terrain,psyshock,rain-dance,razor-shell,reflect,rest,rock-slide,rock-tomb,round,safeguard,scald,shadow-ball,skill-swap,slack-off,sleep-talk,snore,snowscape,stored-power,substitute,sunny-day,surf,swagger,thunder-punch,thunder-wave,tri-attack,trick,trick-room,water-pulse,waterfall,weather-ball,whirlpool,wonder-room,yawn,zen-headbutt"
"199","slowking-galar","galar","poison","psychic","95","65","80","110","110","30","curious-medicine","own-tempo","regenerator","795","18","10172","acid-spray,amnesia,avalanche,belch,belly-drum,blizzard,block,body-slam,brick-break,bulldoze,calm-mind,chilling-water,chilly-reception,curse,dig,disable,dive,drain-punch,earthquake,eerie-spell,endure,expanding-force,facade,fire-blast,fire-punch,flamethrower,fling,focus-blast,foul-play,future-sight,giga-impact,grass-knot,gunk-shot,heal-pulse,helping-hand,hex,hydro-pump,hyper-beam,ice-beam,ice-punch,icy-wind,imprison,iron-defense,iron-tail,light-screen,liquidation,low-sweep,mud-shot,muddy-water,nasty-plot,poison-jab,power-gem,protect,psych-up,psychic,psychic-noise,psychic-terrain,psyshock,rain-dance,razor-shell,rest,round,safeguard,scary-face,shadow-ball,skill-swap,slack-off,sleep-talk,sludge-bomb,sludge-wave,snarl,snore,snowscape,stomping-tantrum,stored-power,substitute,sunny-day,surf,swagger,taunt,thunder-punch,thunder-wave,toxic,toxic-spikes,tri-attack,trick,trick-room,venoshock,water-pulse,waterfall,weather-ball,whirlpool,wonder-room,yawn,zen-headbutt"
"205","forretress","","bug","steel","75","90","140","60","60","40","sturdy","overcoat","","1258","12","205","body-press,body-slam,bug-bite,bug-buzz,bulldoze,counter,curse,dig,double-edge,drill-run,earth-power,earthquake,endure,explosion,facade,flail,flash-cannon,giga-drain,giga-impact,gravity,gyro-ball,hard-press,heavy-slam,helping-hand,hyper-beam,ice-spinner,iron-defense,iron-head,light-screen,lunge,magnet-rise,metal-sound,pain-split,payback,pin-missile,poison-jab,pounce,power-trick,protect,rain-dance,rapid-spin,reflect,rest,reversal,rock-blast,rock-slide,rock-tomb,round,sand-tomb,sandstorm,seed-bomb,self-destruct,sleep-talk,smart-strike,snore,solar-beam,spikes,stealth-rock,steel-beam,steel-roller,stone-edge,struggle-bug,substitute,sunny-day,thunder-wave,toxic-spikes,venoshock,volt-switch"
"208","steelix","","steel","ground","75","85","200","55","65","30","rock-head","sturdy","sheer-force","4000","92","208","ancient-power,attract,bind,block,body-press,body-slam,breaking-swipe,brutal-swing,bulldoze,crunch,curse,dark-pulse,dig,double-edge,dragon-dance,dragon-pulse,dragon-tail,drill-run,earth-power,earthquake,endure,facade,fire-fang,fissure,flail,flash-cannon,giga-impact,gyro-ball,head-smash,heavy-slam,high-horsepower,hyper-beam,ice-fang,iron-defense,iron-head,iron-tail,magnet-rise,meteor-beam,payback,protect,psychic-fangs,rest,rock-blast,rock-polish,rock-slide,rock-tomb,round,sand-tomb,sandstorm,scary-face,scorching-sands,screech,self-destruct,sleep-talk,smack-down,snore,stealth-rock,steel-beam,steel-roller,stomping-tantrum,stone-edge,substitute,sunny-day,taunt,thunder-fang,wide-guard"
"212","scizor","","bug","steel","70","130","100","55","80","65","swarm","technician","light-metal","1180","18","212","bullet-punch,protect,bug-bite,close-combat,knock-off,swords-dance,acrobatics,aerial-ace,agility,air-cutter,air-slash,assurance,baton-pass,brick-break,brutal-swing,bug-buzz,counter,curse,defog,double-hit,double-team,double-edge,dual-wingbeat,endure,facade,feint,flash-cannon,fling,focus-energy,giga-impact,hard-press,helping-hand,hyper-beam,iron-defense,iron-head,light-screen,lunge,night-slash,pounce,psycho-cut,quick-attack,quick-guard,rain-dance,rest,reversal,roost,round,sandstorm,scary-face,skitter-smack,sleep-talk,snore,steel-beam,steel-wing,struggle-bug,substitute,sunny-day,superpower,tailwind,thief,trailblaze,u-turn,vacuum-wave,x-scissor"
"214","heracross","","bug","fighting","80","125","75","40","95","85","swarm","guts","moxie","540","15","214","aerial-ace,assurance,body-slam,brick-break,brutal-swing,bug-bite,bug-buzz,bulk-up,bulldoze,bullet-seed,circle-throw,close-combat,coaching,counter,curse,detect,dig,double-edge,earthquake,endeavor,endure,facade,feint,flail,fling,focus-blast,focus-punch,giga-impact,helping-hand,high-horsepower,hyper-beam,iron-defense,knock-off,low-kick,lunge,megahorn,night-slash,pin-missile,pounce,protect,rain-dance,rest,reversal,rock-blast,rock-slide,rock-tomb,round,seismic-toss,shadow-claw,skitter-smack,sleep-talk,smack-down,smart-strike,snore,spikes,stone-edge,struggle-bug,substitute,sunny-day,swords-dance,thief,thrash,throat-chop,trailblaze,upper-hand,vacuum-wave"
"227","skarmory","","steel","flying","65","80","140","40","70","70","keen-eye","sturdy","weak-armor","505","17","227","brave-bird,iron-head,protect,tailwind,aerial-ace,agility,air-cutter,air-slash,assurance,body-press,curse,dark-pulse,drill-peck,drill-run,dual-wingbeat,endure,facade,feint,flash-cannon,fly,giga-impact,hurricane,hyper-beam,icy-wind,iron-defense,metal-sound,night-slash,payback,rest,reversal,roar,rock-slide,rock-tomb,roost,round,sand-tomb,sandstorm,sky-attack,sleep-talk,snore,spikes,stealth-rock,steel-beam,steel-wing,substitute,sunny-day,swords-dance,taunt,thief,whirlwind,x-scissor"
"229","houndoom","","dark","fire","75","90","50","110","80","95","early-bird","flash-fire","unnerve","350","14","229","beat-up,bite,body-slam,burning-jealousy,comeuppance,counter,crunch,dark-pulse,destiny-bond,double-edge,endeavor,endure,facade,feint,fire-blast,fire-fang,fire-spin,flame-charge,flamethrower,flare-blitz,foul-play,giga-impact,heat-wave,helping-hand,howl,hyper-beam,hyper-voice,inferno,iron-tail,lash-out,mud-shot,mud-slap,nasty-plot,overheat,pain-split,payback,protect,psychic-fangs,rain-dance,rest,reversal,roar,round,scary-face,scorching-sands,shadow-ball,sleep-talk,sludge-bomb,snarl,snore,solar-beam,spite,substitute,sucker-punch,sunny-day,super-fang,swagger,taunt,temper-flare,thief,throat-chop,thunder-fang,torment,toxic,trailblaze,uproar,will-o-wisp"
"248","tyranitar","","rock","dark","100","134","110","95","100","61","sand-stream","unnerve","","2020","20","248","rock-slide,knock-off,low-kick,protect,ice-punch,stone-edge,high-horsepower,breaking-swipe,crunch,dragon-dance,earthquake,aerial-ace,ancient-power,assurance,avalanche,bite,blizzard,body-press,body-slam,brick-break,brutal-swing,bulldoze,curse,dark-pulse,dig,double-edge,dragon-claw,dragon-pulse,dragon-tail,earth-power,endure,facade,fire-blast,fire-fang,fire-punch,flamethrower,fling,focus-blast,focus-energy,focus-punch,foul-play,giga-impact,hard-press,heavy-slam,helping-hand,hydro-pump,hyper-beam,ice-beam,ice-fang,icy-wind,iron-defense,iron-head,iron-tail,lash-out,mega-kick,mud-shot,mud-slap,muddy-water,outrage,payback,power-gem,rain-dance,rest,roar,rock-blast,rock-tomb,round,sand-tomb,sandstorm,scary-face,screech,shadow-claw,sleep-talk,smack-down,snarl,snore,spite,stealth-rock,stomping-tantrum,substitute,sunny-day,superpower,surf,swagger,taunt,thrash,thunder,thunder-fang,thunder-punch,thunder-wave,thunderbolt,uproar"
"279","pelipper","","water","flying","60","50","100","95","70","65","keen-eye","drizzle","rain-dish","280","12","279","hurricane,weather-ball,protect,tailwind,wide-guard,icy-wind,muddy-water,hydro-pump,acrobatics,aerial-ace,agility,air-cutter,air-slash,aqua-ring,blizzard,body-slam,chilling-water,dual-wingbeat,endure,facade,feather-dance,fling,fly,giga-impact,gunk-shot,helping-hand,hyper-beam,ice-beam,knock-off,liquidation,quick-attack,rain-dance,rest,roost,round,seed-bomb,sleep-talk,snore,snowscape,soak,spit-up,steel-wing,stockpile,substitute,surf,swallow,thief,u-turn,uproar,water-pulse,waterfall,whirlpool"
"282","gardevoir","","psychic","fairy","68","65","65","125","115","80","synchronize","trace","telepathy","484","16","282","moonblast,psyshock,dazzling-gleam,hyper-voice,protect,psychic,aura-sphere,icy-wind,trick-room,calm-mind,alluring-voice,body-slam,charge-beam,charm,confuse-ray,destiny-bond,disable,double-team,draining-kiss,encore,endure,energy-ball,expanding-force,facade,fire-punch,fling,focus-blast,future-sight,giga-impact,grass-knot,gravity,guard-swap,heal-pulse,healing-wish,helping-hand,hyper-beam,hypnosis,ice-punch,imprison,knock-off,life-dew,light-screen,magic-room,mean-look,memento,misty-explosion,misty-terrain,mystical-fire,night-shade,pain-split,power-swap,psych-up,psychic-noise,psychic-terrain,rain-dance,reflect,rest,round,safeguard,shadow-ball,shadow-sneak,skill-swap,sleep-talk,snore,stored-power,substitute,sunny-day,swagger,taunt,thief,thunder-punch,thunder-wave,thunderbolt,trick,triple-axel,vacuum-wave,will-o-wisp,wish,wonder-room,zen-headbutt"
"302","sableye","","dark","ghost","50","75","75","65","65","50","keen-eye","stall","prankster","110","5","302","encore,light-screen,rain-dance,reflect,aerial-ace,body-slam,brick-break,bulk-up,calm-mind,confuse-ray,dark-pulse,dazzling-gleam,detect,dig,disable,drain-punch,endure,energy-ball,facade,fake-out,feint,fire-punch,flatter,fling,focus-punch,foul-play,giga-drain,giga-impact,gravity,gyro-ball,helping-hand,hex,hyper-beam,ice-punch,icy-wind,imprison,knock-off,lash-out,low-kick,low-sweep,mean-look,mega-kick,metal-burst,mud-shot,mud-slap,nasty-plot,night-shade,night-slash,pain-split,payback,phantom-force,poison-jab,poltergeist,power-gem,protect,psych-up,psychic,quash,recover,rest,rock-tomb,round,safeguard,shadow-ball,shadow-claw,shadow-punch,shadow-sneak,skill-swap,skitter-smack,sleep-talk,snarl,snore,spite,substitute,sucker-punch,sunny-day,swagger,taunt,thief,throat-chop,thunder-punch,thunder-wave,torment,trick,will-o-wisp,wonder-room,x-scissor,zen-headbutt"
"306","aggron","","steel","rock","70","110","180","60","60","50","sturdy","rock-head","heavy-metal","3600","21","306","ancient-power,attract,avalanche,blizzard,body-press,body-slam,brick-break,brutal-swing,bulldoze,crunch,curse,dark-pulse,dig,double-edge,dragon-claw,dragon-pulse,dragon-rush,earth-power,earthquake,endeavor,endure,facade,fire-blast,fire-punch,flamethrower,flash-cannon,fling,focus-blast,giga-impact,head-smash,heavy-slam,high-horsepower,hydro-pump,hyper-beam,ice-beam,ice-punch,icy-wind,iron-defense,iron-head,iron-tail,low-kick,mega-kick,metal-burst,metal-sound,meteor-beam,mud-slap,outrage,payback,protect,rain-dance,rest,reversal,roar,rock-blast,rock-slide,rock-tomb,round,sand-tomb,sandstorm,scary-face,screech,shadow-claw,sleep-talk,smart-strike,snore,solar-beam,stealth-rock,steel-beam,steel-roller,stomping-tantrum,stone-edge,substitute,sunny-day,superpower,surf,swagger,taunt,thunder,thunder-punch,thunder-wave,thunderbolt,uproar,whirlpool"
